CBANK,FREQ,P3,P2,P1,P0
143,4775931627.82,-0.0026,0.0095,0.0011,0.9965
144,4805416111.12,-0.0019,0.0081,0.002,0.9964
145,4810671179.69,-0.0024,0.009,0.0016,0.9964
146,4816399184.16,-0.0012,0.0071,0.0023,0.9964
147,4821771889.2,-0.0017,0.008,0.0019,0.9964
148,4828456700.35,-0.0012,0.0072,0.0022,0.9964
149,4833740683.67,-0.0017,0.008,0.002,0.9964
150,4839670034.62,-0.0018,0.0082,0.0019,0.9964
151,4845084934.5,-0.0018,0.008,0.0021,0.9962
152,4874719263.72,-0.0018,0.0083,0.0019,0.9963
153,4880179179.66,-0.0013,0.0072,0.0027,0.9962
154,4886183801.1,-0.0019,0.008,0.0025,0.9961
155,4891770539.85,-0.0017,0.0081,0.0021,0.9962
156,4898860248.03,-0.0022,0.0089,0.0018,0.9963
157,4904364869.35,-0.0019,0.0082,0.0023,0.996
158,4910580742.92,-0.0022,0.009,0.0017,0.9962
159,4916212145.55,-0.0023,0.0092,0.0017,0.9963
160,4941527663.41,-0.0017,0.0081,0.0023,0.9961
161,4947287445.05,-0.0019,0.0083,0.0023,0.9961
162,4953558003.13,-0.0027,0.0098,0.0017,0.9961
163,4959452595.22,-0.0015,0.0076,0.0027,0.9961
164,4966753591.91,-0.0021,0.0088,0.002,0.9961
165,4972568440.91,-0.0012,0.0073,0.0028,0.9959
166,4979057558.83,-0.0022,0.0088,0.0023,0.9959
167,4985009066.75,-0.0021,0.0087,0.0022,0.9961
168,5015590635.02,-0.0016,0.0079,0.0027,0.996
169,5021598278.41,-0.002,0.0087,0.0023,0.996
170,5028178276.7,-0.0023,0.0093,0.0021,0.996
171,5034328378.16,-0.0028,0.0101,0.0017,0.996
172,5042085179.52,-0.0028,0.0101,0.0017,0.996
173,5048146049.31,-0.0021,0.0087,0.0027,0.9958
174,5054962126.2,-0.0015,0.0078,0.003,0.9958
175,5061175727.96,-0.0015,0.0079,0.0029,0.9958
176,5094368023.1,-0.0021,0.009,0.0024,0.9958
177,5100699348.53,-0.0021,0.009,0.0024,0.9958
178,5107625732.66,-0.0016,0.0081,0.003,0.9957
179,5114108739.54,-0.002,0.0088,0.0027,0.9957
180,5122235052.05,-0.002,0.009,0.0024,0.9958
181,5128636127.03,-0.0024,0.0097,0.0022,0.9957
182,5135802541.24,-0.0015,0.0079,0.0031,0.9957
183,5142351111.09,-0.0015,0.008,0.003,0.9957
184,5174717972.36,-0.0023,0.0092,0.0027,0.9955
185,5181342587.16,-0.0024,0.0099,0.0021,0.9957
186,5188626721.03,-0.0016,0.0084,0.0029,0.9955
187,5195412035.72,-0.0027,0.01,0.0023,0.9957
188,5204038777.91,-0.0027,0.0101,0.0023,0.9956
189,5210740680.2,-0.0021,0.009,0.0028,0.9955
190,5218282734.38,-0.0025,0.0098,0.0024,0.9955
191,5225142822.72,-0.0024,0.0097,0.0026,0.9955
192,5180712441.73,-0.0023,0.0094,0.0027,0.9956
193,5187333941.67,-0.0022,0.0094,0.0026,0.9955
194,5194501577.6,-0.0022,0.0096,0.0024,0.9955
195,5201277876.53,-0.0026,0.0102,0.0023,0.9956
196,5209608479.48,-0.0023,0.0097,0.0026,0.9956
197,5216305048.49,-0.0025,0.0102,0.0023,0.9956
198,5223724081.47,-0.0019,0.0089,0.0031,0.9955
199,5230578589.42,-0.0024,0.0097,0.0027,0.9955
200,5267787093.31,-0.0019,0.0089,0.0033,0.9953
201,5274733468.21,-0.0019,0.0088,0.0033,0.9953
202,5282303462.43,-0.0026,0.0104,0.0025,0.9954
203,5289414985.45,-0.0024,0.0099,0.0029,0.9953
204,5298312312.64,-0.0022,0.0098,0.0028,0.9953
205,5305345956.68,-0.0025,0.0101,0.0028,0.9953
206,5313181627.76,-0.0021,0.0097,0.0028,0.9953
207,5320378917.18,-0.0018,0.0089,0.0032,0.9953
208,5359765366.85,-0.0025,0.0102,0.0028,0.9952
209,5367126548.57,-0.0021,0.0096,0.0032,0.9952
210,5375128624.32,-0.0023,0.01,0.0029,0.9952
211,5382663804.91,-0.0024,0.0102,0.0029,0.9952
212,5392046943.32,-0.0024,0.0101,0.0031,0.995
213,5399498533.17,-0.002,0.0097,0.003,0.9952
214,5407794280.9,-0.0018,0.009,0.0036,0.995
215,5415429033.75,-0.0026,0.0106,0.0028,0.9951
216,5455122358.86,-0.0033,0.0119,0.0023,0.9951
217,5462878331.23,-0.0033,0.0117,0.0025,0.9951
218,5471363168.66,-0.0027,0.011,0.0027,0.995
219,5479303178.52,-0.0021,0.0098,0.0035,0.9949
220,5489321476.15,-0.0024,0.0103,0.0032,0.9949
221,5497192360.86,-0.0024,0.0103,0.0032,0.9949
222,5505978831.73,-0.0026,0.0108,0.003,0.995
223,5514038547.96,-0.0026,0.0108,0.003,0.995
224,5546824688.8,-0.0021,0.0097,0.0037,0.9948
225,5555045662.19,-0.0027,0.0111,0.0029,0.9948
226,5563972736.32,-0.0023,0.0104,0.0033,0.9948
227,5572398409.23,-0.0026,0.0105,0.0036,0.9946
228,5582838661.92,-0.003,0.0116,0.0028,0.9948
229,5591194618.27,-0.0026,0.0109,0.0033,0.9947
230,5600446965.6,-0.0026,0.0109,0.0033,0.9947
231,5609007661.67,-0.0022,0.0102,0.0036,0.9947
232,5650242999.25,-0.0033,0.0122,0.0028,0.9947
233,5658943680.57,-0.003,0.0114,0.0035,0.9945
234,5668423912.93,-0.0021,0.0102,0.0038,0.9946
235,5677337470.53,-0.0024,0.0107,0.0037,0.9946
236,5688500987.06,-0.0027,0.0112,0.0035,0.9946
237,5697345220.68,-0.0029,0.0115,0.0035,0.9944
238,5707178614.87,-0.0031,0.0119,0.0032,0.9945
239,5716251471.13,-0.0022,0.0104,0.0038,0.9945
240,5760565586.77,-0.0023,0.0103,0.0042,0.9943
241,5769831596.48,-0.0028,0.0114,0.0036,0.9944
242,5779925856.58,-0.0028,0.0113,0.0038,0.9943
243,5789421512.7,-0.0029,0.0116,0.0038,0.9942
244,5801276289.06,-0.0029,0.0118,0.0035,0.9944
245,5810719258.36,-0.0036,0.013,0.003,0.9944
246,5821181895.82,-0.0025,0.0111,0.004,0.9942
247,5830860707.03,-0.0029,0.0117,0.0036,0.9943
248,5874058220.59,-0.0027,0.0114,0.0039,0.9941
249,5883895737.77,-0.0033,0.0125,0.0035,0.9941
250,5894636824.68,-0.0027,0.0115,0.004,0.9941
251,5904734491.22,-0.0026,0.0111,0.0043,0.994
252,5917391388.97,-0.0029,0.0118,0.0039,0.9941
253,5927430495.35,-0.0027,0.0116,0.004,0.994
254,5938572930.36,-0.003,0.0123,0.0037,0.9941
255,5948884118.16,-0.003,0.0123,0.0037,0.994
